itemid,subitemid,orderid,title/en,description/en,creator#0/en,creator#1/en,location:placename/en,dateCreated:start,dateCreated:end,filetype,format,subjects,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filespec,filename,customtext:LCHSObjectID,rights
01-01-058,,,6. Looking west from our home,"A stereoscopic view of Moscow, Idaho looking west from the home of an unknown photographer.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Cityscape;Stereoscopic,Moscow,Idaho,Cityscape,Stereoscopic,,,01-01-058.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-058.jpg,01-01-058,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-059,,,68. North Moscow from West road.,"A stereoscopic view of Moscow, Idaho looking north seeing the entire city and Moscow Mountain behind.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Cityscape;Stereoscopic; Moscow Mountain,Moscow,Idaho,Cityscape,Stereoscopic,Moscow Mountain,,01-01-059.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-059.jpg,01-01-059,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-060,,,"A distant view of Moscow, Idaho","This image comes from a post card.  The back of the post card reads: ""A view of Moscow, Idaho.  Mr Taylor's folks came from there.  If you look closely you can see the city - 5000 inhabitants.  This was taken in the hills 5 miles from city.""",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Farmland,Moscow,Idaho,Moscow Mountain,Farmland,,,01-01-060.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-060.jpg,01-01-060,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-061,,,"Early view of Moscow, Idaho from the University of Idaho campus.                                                                                                                                                                                                                                 ","Looking out on Moscow, Idaho from the University of Idaho campus with Moscow Mountain in the background.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Panorama,Moscow,Idaho,Moscow Mountain,Panorama,,,01-01-061.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-061.jpg,01-01-061,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-062,,,7. Moscow from Tomer Butte.,"A stereoscopic view of Moscow, Idaho from the top of Tomer's Butte. An unnamed boy is holding a brach looking out on Moscow.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Stereoscope; Boy,Moscow,Idaho,Stereoscope,Boy,,,01-01-062.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-062.jpg,01-01-062,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-063,,,"A panoramic view of Moscow, Idaho including Main Street and residential areas.  Moscow Mountain can be seen in the background.",,"Dimond, Charles",,"Moscow, Idaho",1915,1920,image,image/jpeg,Moscow; Idaho; Main Street; Downtown; Businesses; Moscow Mountain,Moscow,Idaho,Main Street,Downtown,Businesses,Moscow Mountain,01-01-063.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-063.jpg,01-01-063,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-064,,,"No. 21 Birds Eye View Business District Moscow, Idaho.","A view of the Moscow Business District including Main Street, the Potlatch Lumber Company warehouse and more.  There are many interesting signs on the sides of the buildings.",,,"Moscow, Idaho",1920,,image,image/jpeg,Moscow; Idaho; Warehouse; Businesses; Potlatch Lumber Company; Moscow Mountain,Moscow,Idaho,Warehouse,Businesses,Potlatch Lumber Company,Moscow Mountain,01-01-064.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-064.jpg,01-01-064,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-065,,,"A panoramic drawing of Moscow, Idaho","A drawing of Moscow, Idaho, c. 1880s, looking south west from ""A"" and Adams Streets (Russell School site).",,,"Moscow, Idaho",1880,1889,image,image/jpeg,Moscow; Idaho; Drawing,Moscow,Idaho,Drawing,,,,01-01-065.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-065.jpg,01-01-065,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-066,,,"No. 42 View East from top of Hotel Moscow, Idaho","A view east from the top of Hotel Moscow.  This image shows the David & Ely block, the federal building, the Moscow First United Methodist Church and the high school among other buildings.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Federal Building; David & Ely; David's; Church,Moscow,Idaho,Federal Building,David & Ely,David's,Church,01-01-066.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-066.jpg,01-01-066,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-067,,,No. 25 Birds Eye View Moscow Idaho,"A view of the entire city of Moscow, Idaho looking north from a grain field.",,,"Moscow, Idaho",1910,1920,image,image/jpeg,Moscow; Idaho; Farmland; Palouse; City,Moscow,Idaho,Farmland,Palouse,City,,01-01-067.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-067.jpg,01-01-067,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-068,,,No. 57 Business Distric Moscow Idaho.,"The business district of Moscow, Idaho looking northwest.  This photograph was taken from the roof of the Latah County Courthouse.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Residences; Businesses; Trees; Williamson's,Moscow,Idaho,Residences,Businesses,Trees,Williamson's,01-01-068.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-068.jpg,01-01-068,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-069,,,View of Moscow from Mark C. Miller Elevator,"A view of Moscow, Idaho taken from on top of Mark C. Miller elevator.  Notable buildings are Moscow High School, Moscow First United Methodist Church and the Federal Building (later city hall).",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Advertisements; Main Street; Businesses; High School,Moscow,Idaho,Advertisements,Main Street,Businesses,High School,01-01-069.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-069.jpg,01-01-069,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-070,,,Moscow Idaho looking West showing the University in distance,"A view of Msocow, Idaho looking west.  The (old) University of Idaho Aministration building can be seen in the distance.  The original Univeristy of Idaho Administration building was built in 1891 and destroyed by fire on March 30, 1906. This photograph is believed to have been taken from the roof of the Latah County Courthouse.","Sherfev's Book Store Moscow, Idaho",,"Moscow, Idaho",1891,1906,image,image/jpeg,Moscow; Idaho; Residences; Rooftop; Panorama,Moscow,Idaho,Residences,Rooftop,Panorama,,01-01-070.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-070.jpg,01-01-070,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-071,,,"No. 2 - Moscow, Idaho, from University of Idaho Campus.",A view of Moscow and Moscow Mountain from the University of Idaho campus.,J. Koehler & R. R. Sherfey,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; University of Idaho; Campus; Moscow Mountain,Moscow,Idaho,University of Idaho,Campus,Moscow Mountain,,01-01-071.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-071.jpg,01-01-071,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-072,,,"66. Panoramic View of Moscow, Idaho.","A panoramic view of Moscow, Idaho taken from the University of Idaho looking northeast.  This image is a copy of a Mike Fritz postcard.",Mike Fritz,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; University of Idaho; Campus,Moscow,Idaho,University of Idaho,Campus,,,01-01-072.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-072.jpg,01-01-072,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-073,,,"Business District, Moscow, Idaho","A post card showing the business district of Moscow, Idaho as it looked in 1916.  This image shows residential and business structures.",,,"Moscow, Idaho",1916-09-11,,image,image/jpeg,Moscow; Idaho; Panorama,Moscow,Idaho,Panorama,,,,01-01-073.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-073.jpg,01-01-073,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-074,,,"Birdseye View of University Hall, Moscow, Idaho","A birds eye view of Moscow, Idaho in 1909.",,,"Moscow, Idaho",1909-08-31,,image,image/jpeg,Moscow; Idaho; Panorama,Moscow,Idaho,Panorama,,,,01-01-074.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-074.jpg,01-01-074,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-076,,,University of Idaho campus looking northeast,"An aerial view of Moscow, Idaho showing the University of Idaho campus in the foregrount including the football stadium and Administration buildings.  Palouse farmland and part of Moscow Mountain can be seen in the background.",,,"Moscow, Idaho",1940,,image,image/jpeg,Moscow; Idaho; City; University of Idaho; Football; Stadium,Moscow,Idaho,City,University of Idaho,Football,Stadium,01-01-076.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-076.jpg,01-01-076,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-077,,,"Northeast section of Moscow, Idaho","Northeast section of Moscow, Idaho shown from the air looking east.",,,"Moscow, Idaho",1940,,image,image/jpeg,Moscow; Idaho; Farms; Residences; Streets,Moscow,Idaho,Farms,Residences,Streets,,01-01-077.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-077.jpg,01-01-077,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-078,,,"Aerial view of Moscow, Idaho from a plane","Aerial view of Moscow, Idaho from a plane showing Highway 95 / Main Street with residences and commercial buildings.",,,"Moscow, Idaho",1940,1950,image,image/jpeg,Moscow; Idaho; Highway 95; Main Street; Aerial,Moscow,Idaho,Highway 95,Main Street,Aerial,,01-01-078.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-078.jpg,01-01-078,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-079,,,Moscow grain elevators from South Main Street,Moscow grain elevator and warehouse district from s. Main Street hill -- just prior to the removal of old LM Whittier / Northwest Seed Company / Latah County Grain Growers wooden elevator and warehouse (center).,,,"Moscow, Idaho",1986-05,,image,image/jpeg,Moscow; Idaho; Silos; Warehouse; Grain; Highway 95,Moscow,Idaho,Silos,Warehouse,Grain,Highway 95,01-01-079.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-079.jpg,01-01-079,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-080,,,"Moscow, Idaho by Moonlight","A landscape view of Moscow, Idaho at night showing streetlights, wheat fields and Moscow Mountain in the background. This image was taken from a postcard.","R. Sherfey, Imp.",,"Moscow, Idaho",1910,,image,image/jpeg,Moscow; Idaho; Moonlight; Evening,Moscow,Idaho,Moonlight,Evening,,,01-01-080.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-080.jpg,01-01-080,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-081,,,"No 22 Birds Eye View Moscow, Idaho","A landscape view of Moscow, Idaho perhaps taken from the top of the Latah County courthouse looking north.  Buildings visible are the First United Methodist Church, High School, Russell (Elementary) School and various residences. 
This image was taken from a post card written from Jess to Miss Viola Sheldon of Princeton, Idaho and posted on January 29, 1918.","Patton Post Card Co. Salem, Oregon",,"Moscow, Idaho",1918-01-29,,image,image/jpeg,Moscow; Idaho; Methodist; Church; Schools,Moscow,Idaho,Methodist,Church,Schools,,01-01-081.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-081.jpg,01-01-081,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-082,,,"Aer view Moscow, Idaho","An aerial view of Moscow, Idaho in 1943  showing Main Street / Highway 95, railroad warehouses and silos and the residential district immediately east of downtown. The image is looking north northeast.",Charles Dimond,,"Moscow, Idaho",1943-04-19,,image,image/jpeg,Moscow; Idaho; Schools; Churches; Railroad; Warehouses,Moscow,Idaho,Schools,Churches,Railroad,Warehouses,01-01-082.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-082.jpg,01-01-082,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-083,,,"Moscow [Idaho], 1883","A view of Msocow, Idaho looking southeast in 1883.",,,"Moscow, Idaho",1883,,image,image/jpeg,Moscow; Idaho; 1883; Businesses; Residences; Farms,Moscow,Idaho,1883,businesses,residences,farms,01-01-083.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-083.jpg,01-01-083,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-084,,,"Bird's Eye View of the city of Moscow Latah County, Idaho. 1897.","A drawn map of the city of Moscow, Idaho showing streets, residences, railroads, businesses and Moscow Mountain. 
There is a key at the bottom of the map calilng out individual buildings of interest. 
A drawing of the original University of Idaho Administration building is in the bottom left hand corner.",Augustus Koch,,"Moscow, Idaho",1897,,image,image/jpeg,Moscow; Idaho; Map; Drawing; University of Idaho; Administration,Moscow,Idaho,Map,Drawing,University of Idaho,Administration,01-01-084.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-084.jpg,01-01-084,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-085,,,"Moscow, Idaho by Moonlight","A landscape view of Moscow, Idaho at night showing streetlights, wheat fields and Moscow Mountain in the background. This image was taken from a postcard.","R. Sherfey, Imp.",,"Moscow, Idaho",1910,,image,image/jpeg,Moscow; Idaho; Moonlight; Evening,Moscow,Idaho,Moonlight,Evening,,,01-01-085.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-085.jpg,01-01-085,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-086,,,"Aerial view of Moscow, Idaho in color","Aerial view of Moscow, Idaho showing the entire city. This photograph was taken when the enrollment at the University of Idaho was 4,000 students.",,,"Moscow, Idaho",1950,1960,image,image/jpeg,Moscow; Idaho; Railroad; University of Idaho,Moscow,Idaho,Railroad,University of Idaho,,,01-01-086.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-086.jpg,01-01-086,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-087,,,"Northeast Moscow, Idaho in color","Northeast region of Moscow, Idaho taken from the corner of Ridge Road and Paradise, in color.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Railroad; Businesses,Moscow,Idaho,Railroad,businesses,,,01-01-087.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-087.jpg,01-01-087,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-088,,,"Northeast Moscow, Idaho in color","Northeast region of Moscow, Idaho taken from the corner of Styner (East) / Lauder (West) and Main Street, in color.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Businesses; Trees,Moscow,Idaho,Moscow Mountain,Businesses,Trees,,01-01-088.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-088.jpg,01-01-088,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-089,,,"Moscow Mountain from Ridge Road in Moscow, Idaho","Northeast section of Moscow, Idaho taken from Ridge Road in 1986 with the city of Moscow and Moscow Mountain.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Businesses; Trees; Residences,Moscow,Idaho,Moscow Mountain,Businesses,Trees,Residences,01-01-089.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-089.jpg,01-01-089,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-090,,,"A view north from Ridge Road in Moscow, Idaho","Northern view from Ridge Road in Moscow, Idaho in 1986.  The top of the University of Idaho Administration building can be seen on the left center of the image.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Residences; University of Idaho; Water Tower; Residences,Moscow,Idaho,Residences,University of Idaho,Water Tower,Residences,01-01-090.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-090.jpg,01-01-090,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-091,,,"View east across Highway 95 from Moscow, Idaho","A view east across Highway 95 from Moscow, Idaho includes a view of the village of Hawthorne.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Hawthorne; Farms,Moscow,Idaho,Hawthorne,Farms,,,01-01-091.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-091.jpg,01-01-091,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-092,,,"A view south from Moscow, Idaho","A view south from Moscow, Idaho from Ridge Road includes Hwy 95 and  Latah Care Center.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Moscow Care Center; Highway 95,Moscow,Idaho,Moscow Care Center,Highway 95,,,01-01-092.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-092.jpg,01-01-092,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-093,,,"A view southeast from Walenta Hill in Moscow, Idaho","A view to the southeast of Moscow, Idaho taken from Walenta Hill showing farmland and a single residence.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Walenta Hill; Farms; Silo,Moscow,Idaho,Walenta Hill,Farms,Silo,,01-01-093.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-093.jpg,01-01-093,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-094,,,"Business area south of Moscow, Idaho","A view of the business area south of Moscow, Idaho showing the palouse farmland, businesses, silos and Highway 95.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Farmland; Palouse; Silos; Businesses,Moscow,Idaho,Farmland,Palouse,Silos,Businesses,01-01-094.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-094.jpg,01-01-094,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-095,,,"A view of Moscow, Idaho residences looking east","A view of Moscow, Idaho residences looking east.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Residences; Hill,Moscow,Idaho,Residences,Hill,,,01-01-095.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-095.jpg,01-01-095,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-096,,,A view of Moscow from Ridge Road,"A view of Moscow, Idaho from Ridge Road looking north northeast showing the city of Moscow and Moscow Mountain.",,,"Moscow, Idaho",1986,,image,image/jpeg,Moscow; Idaho; Moscow Mountain,Moscow,Idaho,Moscow Mountain,,,,01-01-096.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-096.jpg,01-01-096,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-097,,,Moscow from [Latah County] Court House,"A view of Moscow's Main Street and business district taken from the Latah county court house.  This is a post card with a notation on the back which reads:
""This is just a little reminder so you won't get lost the next time you go to Moscow, Ida.""",,,"Moscow, Idaho",1930,1940,image,image/jpeg,Moscow; Idaho; Main Street; Businesses; Water Tower,Moscow,Idaho,Main Street,Businesses,Water Tower,,01-01-097.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-097.jpg,01-01-097,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-098,,,"Friendship square in Moscow, Idaho","A view of friendship square in Moscow, Idaho located on Main Street between Third and Sixth streets.",,,"Moscow, Idaho",1980,1990,image,image/jpeg,Moscow; Idaho; Friendship Square,Moscow,Idaho,Friendship Square,,,,01-01-098.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-098.jpg,01-01-098,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-099,,,C.C.C. co. 1503 Camp Moscow SCC-1,"Civilian Conservation Corps Camp 1503 in Moscow, Idaho.  This camp was also home to the Soil Conservation Service Camp 1.
For more information on this camp see: Pictoral Review Civilian Conservation Corps Company 1503 Camp Moscow SCS-1 Moscow, Idaho.",,,"Moscow, Idaho",1938-04,,image,image/jpeg,Moscow; Idaho; CCC; Civilian Conservation Corps; Soil Conservation Service,Moscow,Idaho,CCC,Civilian Conservation Corps,Soil Conservation Service,,01-01-099.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-099.jpg,01-01-099,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-103,,,No 42 View East from top of Hotel Moscow Idaho.,"A view east from the top of Hotel Moscow with views of David & Ely's store, Moscow City Hall, Moscow First United Methodist Church, and Moscow high school.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Church; City Hall,Moscow,Idaho,Church,City Hall,,,01-01-103.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-103.jpg,01-01-103,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-104,,,"Aerial photo of downtown Moscow, Idaho","An aerial view of downtown Moscow, Idaho with views of Main Street and residential areas.",,,"Moscow, Idaho",1933,1936,image,image/jpeg,Moscow; Idaho; Aerial; Downtown; Main Street,Moscow,Idaho,Aerial,Downtown,Main Street,,01-01-104.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-104.jpg,01-01-104,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-105,,,Lightning over Moscow Mountain,"Lightning over Moscow Mountain at approximately 8:30pm on July 30, 1990.",,,"Moscow, Idaho",1993-07-30,,image,image/jpeg,Moscow Mountain; Lightning; Idaho,Moscow Mountain,Lightning,Idaho,,,,01-01-105.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-105.jpg,01-01-105,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-106,,,An aerial view of Msocow in 1957,"Aerial view of Moscow, Idaho in 1957 looking northeast from 6th and Main Streets showing the following locations: Walgreen System Drugs, Nuart Theatre, Major's, Powell plumbing & Heating, First United Methodist Church, Moscow High School & Latah County Courthouse among other buildings.",,,"Moscow, Idaho",1957,,image,image/jpeg,Businesses; Residences;Moscow; Idaho; High School; Church,Businesses,Residences,Moscow,Idaho,High School,Church,01-01-106.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-106.jpg,01-01-106,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-107,,,"Aerial view of Moscow, Idaho from 1970","A color, aerial view of Moscow, Idaho from 1970.  The view shows the city and University of Idaho.",,,"Moscow, Idaho",1970,,image,image/jpeg,Moscow; Idaho; University of Idaho,Moscow,Idaho,University of Idaho,,,,01-01-107.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-107.jpg,01-01-107,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-108,,,"Moscow, Idaho street scene, early 1950s.","Moscow, Idaho looking northwest from teh southeast corner of Adams St. and 5th Street. in the early 1950s.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Streets,Moscow,Idaho,Streets,,,,01-01-108.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-108.jpg,01-01-108,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-109,,,"Looking across Moscow, Idaho with a view of Moscow Mountain.","Photograph looking across Moscow, Idaho with a view of Moscow mountain. The photographer notes: ""Taken from hill where Hoag used to live, over Forest Nursery looking North East. Washburn-Wilson Seed Company warehouse long building left foreground, Norther Pacific Roundhouse in front."" Taken in the early 1950s.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Warehouse; Moscow Mountain; Roundhouse,Moscow,Idaho,Warehouse,Moscow Mountain,Roundhouse,,01-01-109.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-109.jpg,01-01-109,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-110,,,"Panoramic view of Moscow, Idaho showing the railroad","Panoramic view ov Moscow, Idaho highlighting the railroad. Photographer's notes say ""Taken from the Forest Nursery. Looking north from Taylor Avenue. The University of Idaho Forestry Nursery buildings in foreground. Early 1950s.""",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; University of Idaho; Forestry; Railroad,Moscow,Idaho,University of Idaho,Forestry,Railroad,,01-01-110.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-110.jpg,01-01-110,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-111,,,"Panoramic view of Moscow, Idaho including Russell School","Looking northeast across Moscow, Idaho showing Potlatch Lumber company, 120 W 6th Street in foreground. 6th and Main Streets are located in the bottom right.  Russell School can be seen in the top center of the image.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Potlatch Lumber Company,Moscow,Idaho,Potlatch Lumber Company,,,,01-01-111.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-111.jpg,01-01-111,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-112,,,"Panoramic view of Moscow, Idaho showing Tomer Butte",Looking east from Lauder and Taylor Avenue with Tomer Butte in the background.,,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Tomer Butte,Moscow,Idaho,Tomer Butte,,,,01-01-112.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-112.jpg,01-01-112,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
